epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
133,3621.02,1.05692,0.60493,0.90262,0.63215,0.44051,0.47897,0.24942,1.4647,0.84212,1.02051,0.0073864,0.0073864,0.0073864
134,3648.07,1.0596,0.60387,0.90252,0.61463,0.4285,0.47369,0.24906,1.47586,0.86957,1.02449,0.0073666,0.0073666,0.0073666
135,3675.19,1.06059,0.60108,0.89907,0.62562,0.43768,0.47581,0.25089,1.46067,0.85351,1.01909,0.0073468,0.0073468,0.0073468
136,3701.98,1.0493,0.60264,0.90184,0.61958,0.44046,0.47998,0.25202,1.46056,0.85215,1.02264,0.007327,0.007327,0.007327
137,3729.65,1.04798,0.60144,0.90125,0.64135,0.43524,0.48112,0.25414,1.44985,0.84698,1.0185,0.0073072,0.0073072,0.0073072
138,3755.71,1.03934,0.59638,0.89915,0.61466,0.432,0.47323,0.24959,1.46323,0.84932,1.0221,0.0072874,0.0072874,0.0072874
139,3782.57,1.04123,0.59174,0.89593,0.60628,0.43894,0.47026,0.24887,1.45252,0.84368,1.02127,0.0072676,0.0072676,0.0072676
140,3809.54,1.04508,0.59775,0.90031,0.61652,0.44106,0.48232,0.25312,1.45037,0.83305,1.0222,0.0072478,0.0072478,0.0072478
141,3836.31,1.05254,0.59734,0.90325,0.608,0.44412,0.47881,0.25135,1.45183,0.83059,1.01618,0.007228,0.007228,0.007228
142,3863.02,1.0422,0.59504,0.89808,0.62433,0.43641,0.47896,0.2526,1.45121,0.83499,1.02032,0.0072082,0.0072082,0.0072082
143,3889.2,1.03813,0.59448,0.89655,0.64575,0.43522,0.47983,0.25201,1.46567,0.83844,1.01845,0.0071884,0.0071884,0.0071884
144,3915.79,1.04841,0.59883,0.90088,0.61995,0.44114,0.47364,0.24948,1.45594,0.84132,1.02306,0.0071686,0.0071686,0.0071686
145,3942.82,1.04486,0.59154,0.89786,0.63037,0.43995,0.47864,0.25514,1.44473,0.83521,1.02065,0.0071488,0.0071488,0.0071488
146,3969.53,1.05216,0.60057,0.8998,0.61061,0.43313,0.46892,0.24508,1.48191,0.85444,1.02739,0.007129,0.007129,0.007129
147,3996.76,1.03635,0.59225,0.89825,0.62934,0.4459,0.48359,0.25518,1.45026,0.83149,1.01668,0.0071092,0.0071092,0.0071092
148,4023.42,1.03806,0.59077,0.89726,0.62559,0.44027,0.48432,0.25686,1.44191,0.82753,1.02066,0.0070894,0.0070894,0.0070894
149,4049.74,1.03806,0.5947,0.8967,0.61771,0.44386,0.48291,0.25437,1.45559,0.83235,1.02191,0.0070696,0.0070696,0.0070696
150,4076.54,1.0316,0.5891,0.89701,0.61525,0.44613,0.4839,0.25369,1.4624,0.8393,1.01622,0.0070498,0.0070498,0.0070498
151,4103.56,1.03759,0.59161,0.89662,0.62806,0.43573,0.47301,0.2498,1.45296,0.83863,1.01937,0.00703,0.00703,0.00703
152,4130.31,1.03618,0.58833,0.89789,0.62274,0.44856,0.4813,0.25408,1.44358,0.82654,1.01649,0.0070102,0.0070102,0.0070102
153,4156.97,1.03474,0.59209,0.89674,0.61818,0.44096,0.48021,0.24978,1.46025,0.84921,1.01743,0.0069904,0.0069904,0.0069904
154,4184.01,1.03428,0.59296,0.89768,0.63765,0.43897,0.48481,0.25527,1.44248,0.82733,1.02175,0.0069706,0.0069706,0.0069706
155,4210.32,1.03323,0.5947,0.8974,0.6167,0.4497,0.48155,0.25245,1.44971,0.82149,1.01378,0.0069508,0.0069508,0.0069508
156,4237.04,1.02879,0.5841,0.89508,0.62291,0.43868,0.48411,0.2531,1.452,0.83618,1.01637,0.006931,0.006931,0.006931
157,4264.03,1.03066,0.58419,0.89574,0.62474,0.44518,0.48141,0.25528,1.45113,0.83237,1.01748,0.0069112,0.0069112,0.0069112
158,4290.53,1.02166,0.58347,0.89221,0.60961,0.44671,0.47772,0.25195,1.45863,0.84091,1.022,0.0068914,0.0068914,0.0068914
159,4317.24,1.02364,0.58509,0.89353,0.62239,0.4543,0.4864,0.25581,1.43928,0.81863,1.01164,0.0068716,0.0068716,0.0068716
160,4344.14,1.02989,0.58746,0.8936,0.62445,0.43626,0.4781,0.25182,1.45395,0.83937,1.02118,0.0068518,0.0068518,0.0068518
161,4370.77,1.02606,0.58394,0.89411,0.62212,0.44597,0.4835,0.2561,1.44349,0.83351,1.01945,0.006832,0.006832,0.006832
162,4397.73,1.01807,0.58017,0.89266,0.62178,0.44072,0.47955,0.25021,1.45902,0.8427,1.02713,0.0068122,0.0068122,0.0068122
163,4424.49,1.02908,0.58731,0.89479,0.61857,0.45,0.48588,0.25381,1.45951,0.83592,1.02199,0.0067924,0.0067924,0.0067924
164,4451.8,1.01941,0.58241,0.89311,0.6333,0.44005,0.48345,0.25647,1.44832,0.83194,1.01952,0.0067726,0.0067726,0.0067726
165,4482.13,1.01129,0.57765,0.88933,0.62477,0.43916,0.48097,0.25033,1.47215,0.84036,1.02135,0.0067528,0.0067528,0.0067528
166,4511.56,1.01811,0.58063,0.8931,0.61955,0.45051,0.4866,0.25595,1.45754,0.83297,1.01781,0.006733,0.006733,0.006733
167,4542.47,1.01566,0.57742,0.89212,0.62622,0.44477,0.48424,0.25509,1.45955,0.82848,1.02004,0.0067132,0.0067132,0.0067132
168,4571.6,1.01467,0.57767,0.8905,0.6249,0.44902,0.48317,0.25395,1.45294,0.82485,1.01653,0.0066934,0.0066934,0.0066934
169,4601.05,1.00983,0.57394,0.89295,0.62758,0.45033,0.48551,0.25474,1.45291,0.8288,1.01797,0.0066736,0.0066736,0.0066736
170,4631.28,1.01536,0.57898,0.89441,0.62417,0.45184,0.4885,0.25758,1.45306,0.82392,1.0209,0.0066538,0.0066538,0.0066538
171,4661.96,1.02377,0.58216,0.89307,0.62735,0.44001,0.48647,0.25685,1.46253,0.82433,1.0226,0.006634,0.006634,0.006634
172,4690.76,1.01248,0.57722,0.89067,0.62315,0.44628,0.48324,0.25598,1.44907,0.82613,1.01295,0.0066142,0.0066142,0.0066142
173,4720.7,1.01867,0.57958,0.89339,0.61932,0.45163,0.48412,0.25384,1.45338,0.82502,1.01874,0.0065944,0.0065944,0.0065944
174,4751.18,1.00629,0.5755,0.8887,0.62433,0.44695,0.48917,0.25699,1.45183,0.83111,1.01733,0.0065746,0.0065746,0.0065746
175,4781.42,1.01684,0.57788,0.89424,0.61647,0.45031,0.48419,0.25343,1.45627,0.82153,1.01578,0.0065548,0.0065548,0.0065548
176,4811.91,1.0066,0.57287,0.88902,0.61361,0.45477,0.48624,0.25464,1.46299,0.83414,1.02044,0.006535,0.006535,0.006535
177,4841.96,1.01132,0.58006,0.89201,0.61271,0.45319,0.48452,0.25297,1.45432,0.82252,1.01255,0.0065152,0.0065152,0.0065152
178,4872.32,1.00435,0.57397,0.8892,0.617,0.45249,0.48507,0.25423,1.45525,0.826,1.01896,0.0064954,0.0064954,0.0064954
179,4901.37,1.00304,0.57392,0.89079,0.6289,0.45227,0.49068,0.25782,1.44523,0.82405,1.01458,0.0064756,0.0064756,0.0064756
