epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
125,9446.24,0.77047,0.43482,0.84603,0.72676,0.5608,0.62436,0.34325,1.25657,0.65089,0.95022,0.0085721,0.0085721,0.0085721
126,9522.24,0.76683,0.43382,0.84674,0.72646,0.56062,0.62418,0.34316,1.25646,0.65058,0.9501,0.00855018,0.00855018,0.00855018
127,9598.14,0.76714,0.43306,0.84612,0.72651,0.56057,0.62404,0.34322,1.25633,0.65058,0.95,0.00852812,0.00852812,0.00852812
128,9673.51,0.76725,0.43344,0.84643,0.72579,0.56065,0.6241,0.34339,1.25605,0.65049,0.94993,0.00850592,0.00850592,0.00850592
129,9749.44,0.76581,0.43331,0.84568,0.72669,0.56069,0.62423,0.34343,1.25578,0.65032,0.94992,0.00848358,0.00848358,0.00848358
130,9825.09,0.76649,0.43246,0.84552,0.72618,0.56067,0.6243,0.34334,1.25568,0.6503,0.94978,0.00846111,0.00846111,0.00846111
131,9901.04,0.76539,0.43176,0.84506,0.72518,0.56131,0.62421,0.34337,1.25557,0.65028,0.94981,0.00843851,0.00843851,0.00843851
132,9976.68,0.76506,0.43091,0.84605,0.7243,0.56214,0.62433,0.34347,1.25548,0.65034,0.94981,0.00841577,0.00841577,0.00841577
133,10052.7,0.76776,0.43297,0.84575,0.72459,0.5619,0.62477,0.34356,1.25534,0.65034,0.94973,0.0083929,0.0083929,0.0083929
134,10128.4,0.76701,0.43253,0.84613,0.72404,0.56219,0.62482,0.34351,1.25565,0.65035,0.94981,0.00836989,0.00836989,0.00836989
135,10204.3,0.76009,0.429,0.84482,0.72367,0.5626,0.62493,0.34359,1.25546,0.65029,0.94973,0.00834676,0.00834676,0.00834676
136,10279.6,0.76178,0.43037,0.84499,0.72467,0.56211,0.62494,0.34358,1.25553,0.65028,0.94975,0.00832349,0.00832349,0.00832349
137,10355.3,0.76268,0.43183,0.84595,0.72488,0.5625,0.62513,0.34375,1.25519,0.65015,0.94976,0.0083001,0.0083001,0.0083001
138,10430.8,0.7587,0.42826,0.84416,0.72832,0.56092,0.62546,0.34385,1.25515,0.6503,0.94973,0.00827658,0.00827658,0.00827658
139,10506.4,0.75893,0.42806,0.84422,0.72823,0.5609,0.62534,0.34399,1.25491,0.64999,0.94965,0.00825293,0.00825293,0.00825293
140,10582,0.7598,0.42923,0.84393,0.7273,0.56149,0.6256,0.34393,1.25461,0.64991,0.94954,0.00822915,0.00822915,0.00822915
141,10657.8,0.75697,0.42812,0.84476,0.73005,0.55961,0.6253,0.34391,1.25447,0.64996,0.94955,0.00820525,0.00820525,0.00820525
142,10733.3,0.7546,0.4262,0.84437,0.72887,0.56076,0.62563,0.34396,1.25418,0.65006,0.9495,0.00818122,0.00818122,0.00818122
143,10808.8,0.75667,0.42778,0.84474,0.72827,0.56069,0.62554,0.34387,1.2541,0.65023,0.94946,0.00815707,0.00815707,0.00815707
144,10884.2,0.75154,0.42534,0.84331,0.72879,0.56072,0.62534,0.34401,1.25387,0.65018,0.94943,0.0081328,0.0081328,0.0081328
145,10960,0.75264,0.42512,0.8427,0.72812,0.56118,0.62553,0.34397,1.25365,0.65013,0.9493,0.00810841,0.00810841,0.00810841
146,11035.4,0.75421,0.42604,0.84347,0.7277,0.56144,0.62545,0.34406,1.25363,0.65037,0.9493,0.00808389,0.00808389,0.00808389
147,11112.2,0.7584,0.42937,0.84453,0.72754,0.56126,0.62528,0.34396,1.25367,0.6504,0.94932,0.00805925,0.00805925,0.00805925
148,11187.7,0.7558,0.4282,0.8443,0.72655,0.5618,0.62539,0.34403,1.25361,0.65045,0.94926,0.0080345,0.0080345,0.0080345
149,11263.2,0.74878,0.42362,0.84255,0.72723,0.56192,0.62584,0.34419,1.25345,0.65061,0.94928,0.00800963,0.00800963,0.00800963
150,11339,0.75148,0.42439,0.8434,0.72774,0.56176,0.62582,0.34427,1.25317,0.65017,0.94925,0.00798464,0.00798464,0.00798464
151,11415.7,0.75165,0.42535,0.84353,0.72904,0.5606,0.62555,0.34445,1.25327,0.65047,0.94931,0.00795954,0.00795954,0.00795954
152,11491.3,0.74857,0.42326,0.84332,0.72847,0.56148,0.62637,0.34437,1.25304,0.6503,0.94915,0.00793432,0.00793432,0.00793432
153,11567.5,0.74818,0.4242,0.84341,0.72914,0.56077,0.6261,0.34441,1.25314,0.65037,0.94915,0.00790898,0.00790898,0.00790898
154,11643.5,0.75011,0.424,0.84333,0.73009,0.56116,0.62686,0.34455,1.25301,0.6506,0.9492,0.00788354,0.00788354,0.00788354
155,11719.5,0.74954,0.42378,0.84316,0.73002,0.56158,0.62733,0.34469,1.25307,0.65071,0.94905,0.00785798,0.00785798,0.00785798
156,11795,0.7445,0.42113,0.8417,0.7302,0.56096,0.62727,0.34469,1.25311,0.65076,0.94908,0.00783231,0.00783231,0.00783231
157,11870.8,0.74589,0.42228,0.84163,0.72999,0.56164,0.62732,0.3448,1.25291,0.65065,0.94903,0.00780653,0.00780653,0.00780653
158,11946.5,0.74638,0.42223,0.84214,0.73046,0.56154,0.62733,0.34478,1.25294,0.65055,0.94903,0.00778065,0.00778065,0.00778065
159,12022.3,0.74666,0.42171,0.84237,0.72828,0.56253,0.62739,0.34483,1.25281,0.65058,0.94892,0.00775465,0.00775465,0.00775465
160,12098.7,0.74494,0.42124,0.84199,0.72856,0.56261,0.62771,0.34482,1.25282,0.65047,0.94884,0.00772855,0.00772855,0.00772855
161,12174.9,0.74158,0.41933,0.8414,0.72754,0.56263,0.62757,0.34481,1.25277,0.65073,0.9488,0.00770234,0.00770234,0.00770234
162,12250.8,0.74145,0.42042,0.84191,0.72728,0.56292,0.62761,0.34483,1.25257,0.65052,0.94873,0.00767603,0.00767603,0.00767603
163,12327.2,0.74362,0.42026,0.84256,0.72711,0.56312,0.62747,0.34474,1.25275,0.65058,0.94868,0.00764961,0.00764961,0.00764961
164,12403.8,0.74463,0.41997,0.84229,0.72753,0.56308,0.62754,0.34481,1.25263,0.65062,0.9486,0.0076231,0.0076231,0.0076231
165,12480,0.74104,0.42001,0.84247,0.72742,0.5627,0.62741,0.34484,1.25267,0.65049,0.94856,0.00759648,0.00759648,0.00759648
166,12556.5,0.73774,0.41666,0.84119,0.72741,0.5626,0.62754,0.34489,1.25274,0.65034,0.94852,0.00756976,0.00756976,0.00756976
167,12633,0.74017,0.41913,0.84171,0.72621,0.56352,0.62755,0.34488,1.25254,0.65041,0.94844,0.00754293,0.00754293,0.00754293
168,12709.3,0.74041,0.41923,0.84147,0.72637,0.5635,0.62799,0.34487,1.25252,0.65028,0.94835,0.00751602,0.00751602,0.00751602
169,12785.3,0.73362,0.41485,0.84059,0.72633,0.56377,0.62826,0.34494,1.2524,0.65042,0.94836,0.007489,0.007489,0.007489
170,12861.7,0.73792,0.41756,0.84093,0.72703,0.56294,0.62803,0.3449,1.2523,0.65029,0.94823,0.00746189,0.00746189,0.00746189
171,12937.5,0.73467,0.4163,0.84087,0.72606,0.5636,0.62794,0.34515,1.25219,0.65014,0.94821,0.00743468,0.00743468,0.00743468
172,13013.3,0.7391,0.41786,0.84148,0.72752,0.56271,0.62771,0.34508,1.25189,0.65004,0.94818,0.00740738,0.00740738,0.00740738
173,13089.7,0.736,0.41697,0.84113,0.72618,0.56334,0.62786,0.34507,1.25189,0.65007,0.94809,0.00737998,0.00737998,0.00737998
174,13165.9,0.73557,0.41626,0.84038,0.72588,0.56281,0.62752,0.34509,1.25178,0.64981,0.94804,0.0073525,0.0073525,0.0073525
175,13242.2,0.73528,0.41557,0.84034,0.72518,0.5634,0.62774,0.34527,1.25152,0.64987,0.9479,0.00732492,0.00732492,0.00732492
176,13318.5,0.73682,0.41735,0.84069,0.72438,0.5642,0.62792,0.34533,1.25137,0.64979,0.9478,0.00729725,0.00729725,0.00729725
177,13394.2,0.73433,0.4152,0.84017,0.72506,0.56447,0.62826,0.3454,1.25142,0.64967,0.94779,0.0072695,0.0072695,0.0072695
